,legitimacy,active_threshold,reversion_rate,prob_quiet
2304,0.7178479999303817,0.09489133134484291,0.9241307033225894,0.18555318051949143
2305,0.7178479999303817,0.5619977823458612,0.1682614479213953,0.18555318051949143
2306,0.41722808890044694,0.09489133134484291,0.1682614479213953,0.18555318051949143
2307,0.41722808890044694,0.5619977823458612,0.9241307033225894,0.18555318051949143
2308,0.41722808890044694,0.5619977823458612,0.1682614479213953,0.31145214894786477
2309,0.41722808890044694,0.5619977823458612,0.1682614479213953,0.18555318051949143
2310,0.15467961691319942,0.8631251757033169,0.14823524001985788,0.07813199190422893
2311,0.8102734583429992,0.8631251757033169,0.14823524001985788,0.07813199190422893
2312,0.15467961691319942,0.3515384883619845,0.14823524001985788,0.07813199190422893
2313,0.15467961691319942,0.8631251757033169,0.5677073737606406,0.07813199190422893
2314,0.15467961691319942,0.8631251757033169,0.14823524001985788,0.4701648666523397
2315,0.15467961691319942,0.3515384883619845,0.5677073737606406,0.4701648666523397
2316,0.8102734583429992,0.8631251757033169,0.5677073737606406,0.4701648666523397
2317,0.8102734583429992,0.3515384883619845,0.14823524001985788,0.4701648666523397
2318,0.8102734583429992,0.3515384883619845,0.5677073737606406,0.07813199190422893
2319,0.8102734583429992,0.3515384883619845,0.5677073737606406,0.4701648666523397
2320,0.20251320293173194,0.23113030437380075,0.9776458451524377,0.14825962111353874
2321,0.5294461250305176,0.23113030437380075,0.9776458451524377,0.14825962111353874
2322,0.20251320293173194,0.277736499812454,0.9776458451524377,0.14825962111353874
2323,0.20251320293173194,0.23113030437380075,0.34719134029001,0.14825962111353874
2324,0.20251320293173194,0.23113030437380075,0.9776458451524377,0.3458082261495292
2325,0.20251320293173194,0.277736499812454,0.34719134029001,0.3458082261495292
2326,0.5294461250305176,0.23113030437380075,0.34719134029001,0.3458082261495292
2327,0.5294461250305176,0.277736499812454,0.9776458451524377,0.3458082261495292
2328,0.5294461250305176,0.277736499812454,0.34719134029001,0.14825962111353874
2329,0.5294461250305176,0.277736499812454,0.34719134029001,0.3458082261495292
2330,0.7648271816782654,0.614375691767782,0.19982274156063795,0.4933996805921197
2331,0.9229309543035924,0.614375691767782,0.19982274156063795,0.4933996805921197
2332,0.7648271816782654,0.6298055299557745,0.19982274156063795,0.4933996805921197
2333,0.7648271816782654,0.614375691767782,0.885374279692769,0.4933996805921197
2334,0.7648271816782654,0.614375691767782,0.19982274156063795,0.05997008131816983
2335,0.7648271816782654,0.6298055299557745,0.885374279692769,0.05997008131816983
2336,0.9229309543035924,0.614375691767782,0.885374279692769,0.05997008131816983
2337,0.9229309543035924,0.6298055299557745,0.19982274156063795,0.05997008131816983
2338,0.9229309543035924,0.6298055299557745,0.885374279692769,0.4933996805921197
2339,0.9229309543035924,0.6298055299557745,0.885374279692769,0.05997008131816983
2340,0.8726723479107023,0.12292698360979558,0.5245519392192364,0.11598664801567793
2341,0.699516084510833,0.12292698360979558,0.5245519392192364,0.11598664801567793
2342,0.8726723479107023,0.7030873166397215,0.5245519392192364,0.11598664801567793
2343,0.8726723479107023,0.12292698360979558,0.1987814949825406,0.11598664801567793
2344,0.8726723479107023,0.12292698360979558,0.5245519392192364,0.13093268545344472
2345,0.8726723479107023,0.7030873166397215,0.1987814949825406,0.13093268545344472
2346,0.699516084510833,0.12292698360979558,0.1987814949825406,0.13093268545344472
2347,0.699516084510833,0.7030873166397215,0.5245519392192364,0.13093268545344472
2348,0.699516084510833,0.7030873166397215,0.1987814949825406,0.11598664801567793
2349,0.699516084510833,0.7030873166397215,0.1987814949825406,0.13093268545344472
2350,0.5358789725229144,0.7225755625404418,0.3092100601643324,0.2735965084284544
2351,0.3063814477995038,0.7225755625404418,0.3092100601643324,0.2735965084284544
2352,0.5358789725229144,0.21039398051798344,0.3092100601643324,0.2735965084284544
2353,0.5358789725229144,0.7225755625404418,0.5337707698345184,0.2735965084284544
2354,0.5358789725229144,0.7225755625404418,0.3092100601643324,0.4622820462100208
2355,0.5358789725229144,0.21039398051798344,0.5337707698345184,0.4622820462100208
2356,0.3063814477995038,0.7225755625404418,0.5337707698345184,0.4622820462100208
2357,0.3063814477995038,0.21039398051798344,0.3092100601643324,0.4622820462100208
2358,0.3063814477995038,0.21039398051798344,0.5337707698345184,0.2735965084284544
2359,0.3063814477995038,0.21039398051798344,0.5337707698345184,0.4622820462100208
2360,0.33454792900010943,0.02136828498914838,0.029779555276036263,0.3598501435481012
2361,0.1321204814128578,0.02136828498914838,0.029779555276036263,0.3598501435481012
2362,0.33454792900010943,0.425908686965704,0.029779555276036263,0.3598501435481012
2363,0.33454792900010943,0.02136828498914838,0.05965585075318813,0.3598501435481012
2364,0.33454792900010943,0.02136828498914838,0.029779555276036263,0.232900467235595
2365,0.33454792900010943,0.425908686965704,0.05965585075318813,0.232900467235595
2366,0.1321204814128578,0.02136828498914838,0.05965585075318813,0.232900467235595
2367,0.1321204814128578,0.425908686965704,0.029779555276036263,0.232900467235595
2368,0.1321204814128578,0.425908686965704,0.05965585075318813,0.3598501435481012
2369,0.1321204814128578,0.425908686965704,0.05965585075318813,0.232900467235595
2370,0.8963537699542939,0.8206358157098294,0.8085751980543137,0.02984649734571576
2371,0.6381327714771032,0.8206358157098294,0.8085751980543137,0.02984649734571576
2372,0.8963537699542939,0.4675861163064838,0.8085751980543137,0.02984649734571576
2373,0.8963537699542939,0.8206358157098294,0.7070913640782237,0.02984649734571576
2374,0.8963537699542939,0.8206358157098294,0.8085751980543137,0.42290575755760074
2375,0.8963537699542939,0.4675861163064838,0.7070913640782237,0.42290575755760074
2376,0.6381327714771032,0.8206358157098294,0.7070913640782237,0.42290575755760074
2377,0.6381327714771032,0.4675861163064838,0.8085751980543137,0.42290575755760074
2378,0.6381327714771032,0.4675861163064838,0.7070913640782237,0.02984649734571576
2379,0.6381327714771032,0.4675861163064838,0.7070913640782237,0.42290575755760074
2380,0.5652676885947585,0.3563259716145694,0.48267106618732214,0.39200169825926423
2381,0.8646868987008929,0.3563259716145694,0.48267106618732214,0.39200169825926423
2382,0.5652676885947585,0.8502439205534756,0.48267106618732214,0.39200169825926423
2383,0.5652676885947585,0.3563259716145694,0.39561909809708595,0.39200169825926423
2384,0.5652676885947585,0.3563259716145694,0.48267106618732214,0.26021503238007426
2385,0.5652676885947585,0.8502439205534756,0.39561909809708595,0.26021503238007426
2386,0.8646868987008929,0.3563259716145694,0.39561909809708595,0.26021503238007426
2387,0.8646868987008929,0.8502439205534756,0.48267106618732214,0.26021503238007426
2388,0.8646868987008929,0.8502439205534756,0.39561909809708595,0.39200169825926423
2389,0.8646868987008929,0.8502439205534756,0.39561909809708595,0.26021503238007426
2390,0.22793869618326426,0.4856746857985854,0.6989935906603932,0.24952886207029223
2391,0.3590797261334956,0.4856746857985854,0.6989935906603932,0.24952886207029223
2392,0.22793869618326426,0.04919058261439204,0.6989935906603932,0.24952886207029223
2393,0.22793869618326426,0.4856746857985854,0.8711109468713403,0.24952886207029223
2394,0.22793869618326426,0.4856746857985854,0.6989935906603932,0.08303281711414456
2395,0.22793869618326426,0.04919058261439204,0.8711109468713403,0.08303281711414456
2396,0.3590797261334956,0.4856746857985854,0.8711109468713403,0.08303281711414456
2397,0.3590797261334956,0.04919058261439204,0.6989935906603932,0.08303281711414456
2398,0.3590797261334956,0.04919058261439204,0.8711109468713403,0.24952886207029223
2399,0.3590797261334956,0.04919058261439204,0.8711109468713403,0.08303281711414456
2400,0.2441057462245226,0.3731575305573642,0.23293789196759462,0.28178866393864155
2401,0.7206761772744358,0.3731575305573642,0.23293789196759462,0.28178866393864155
2402,0.2441057462245226,0.479551462456584,0.23293789196759462,0.28178866393864155
2403,0.2441057462245226,0.3731575305573642,0.6525457678362727,0.28178866393864155
2404,0.2441057462245226,0.3731575305573642,0.23293789196759462,0.26945103192701936
2405,0.2441057462245226,0.479551462456584,0.6525457678362727,0.26945103192701936
2406,0.7206761772744358,0.3731575305573642,0.6525457678362727,0.26945103192701936
2407,0.7206761772744358,0.479551462456584,0.23293789196759462,0.26945103192701936
2408,0.7206761772744358,0.479551462456584,0.6525457678362727,0.28178866393864155
2409,0.7206761772744358,0.479551462456584,0.6525457678362727,0.26945103192701936
2410,0.5809609331190586,0.4688362604007125,0.9482533698901534,0.07654452230781317
2411,0.21512396819889545,0.4688362604007125,0.9482533698901534,0.07654452230781317
2412,0.5809609331190586,0.4087318891659379,0.9482533698901534,0.07654452230781317
2413,0.5809609331190586,0.4688362604007125,0.11443083547055721,0.07654452230781317
2414,0.5809609331190586,0.4688362604007125,0.9482533698901534,0.07480516424402595
2415,0.5809609331190586,0.4087318891659379,0.11443083547055721,0.07480516424402595
2416,0.21512396819889545,0.4688362604007125,0.11443083547055721,0.07480516424402595
2417,0.21512396819889545,0.4087318891659379,0.9482533698901534,0.07480516424402595
2418,0.21512396819889545,0.4087318891659379,0.11443083547055721,0.07654452230781317
2419,0.21512396819889545,0.4087318891659379,0.11443083547055721,0.07480516424402595
2420,0.9371301882900298,0.03314613299444318,0.2800011560320854,0.4390616388991475
2421,0.4381110792979598,0.03314613299444318,0.2800011560320854,0.4390616388991475
2422,0.9371301882900298,0.002124799881130457,0.2800011560320854,0.4390616388991475
2423,0.9371301882900298,0.03314613299444318,0.801024273969233,0.4390616388991475
2424,0.9371301882900298,0.03314613299444318,0.2800011560320854,0.2420740476809442
2425,0.9371301882900298,0.002124799881130457,0.801024273969233,0.2420740476809442
2426,0.4381110792979598,0.03314613299444318,0.801024273969233,0.2420740476809442
2427,0.4381110792979598,0.002124799881130457,0.2800011560320854,0.2420740476809442
2428,0.4381110792979598,0.002124799881130457,0.801024273969233,0.4390616388991475
2429,0.4381110792979598,0.002124799881130457,0.801024273969233,0.2420740476809442
2430,0.37485055522993205,0.8088511012494565,0.557850668206811,0.1713476926088333
2431,0.9441782691515982,0.8088511012494565,0.557850668206811,0.1713476926088333
2432,0.37485055522993205,0.8885684645734727,0.557850668206811,0.1713476926088333
2433,0.37485055522993205,0.8088511012494565,0.4659656770527363,0.1713476926088333
2434,0.37485055522993205,0.8088511012494565,0.557850668206811,0.41461568186059594
2435,0.37485055522993205,0.8885684645734727,0.4659656770527363,0.41461568186059594
2436,0.9441782691515982,0.8088511012494565,0.4659656770527363,0.41461568186059594
2437,0.9441782691515982,0.8885684645734727,0.557850668206811,0.41461568186059594
2438,0.9441782691515982,0.8885684645734727,0.4659656770527363,0.1713476926088333
2439,0.9441782691515982,0.8885684645734727,0.4659656770527363,0.41461568186059594
2440,0.5197188794612885,0.16008582450449468,0.7752769496291876,0.194461430888623
2441,0.7874404944479465,0.16008582450449468,0.7752769496291876,0.194461430888623
2442,0.5197188794612885,0.668878651689738,0.7752769496291876,0.194461430888623
2443,0.5197188794612885,0.16008582450449468,0.9400814939290285,0.194461430888623
2444,0.5197188794612885,0.16008582450449468,0.7752769496291876,0.15580750023946166
2445,0.5197188794612885,0.668878651689738,0.9400814939290285,0.15580750023946166
2446,0.7874404944479465,0.16008582450449468,0.9400814939290285,0.15580750023946166
2447,0.7874404944479465,0.668878651689738,0.7752769496291876,0.15580750023946166
2448,0.7874404944479465,0.668878651689738,0.9400814939290285,0.194461430888623
2449,0.7874404944479465,0.668878651689738,0.9400814939290285,0.15580750023946166
2450,0.8569723542779684,0.6854098551906646,0.05898893252015114,0.41581915924325585
2451,0.39436082458123567,0.6854098551906646,0.05898893252015114,0.41581915924325585
2452,0.8569723542779684,0.23345155091956257,0.05898893252015114,0.41581915924325585
2453,0.8569723542779684,0.6854098551906646,0.2927135145291686,0.41581915924325585
2454,0.8569723542779684,0.6854098551906646,0.05898893252015114,0.4384737224318087
2455,0.8569723542779684,0.23345155091956257,0.2927135145291686,0.4384737224318087
2456,0.39436082458123567,0.6854098551906646,0.2927135145291686,0.4384737224318087
2457,0.39436082458123567,0.23345155091956257,0.05898893252015114,0.4384737224318087
2458,0.39436082458123567,0.23345155091956257,0.2927135145291686,0.41581915924325585
2459,0.39436082458123567,0.23345155091956257,0.2927135145291686,0.4384737224318087
2460,0.7240577203221619,0.2768584812059999,0.7283855928108096,0.037309874314814806
2461,0.16737185763195156,0.2768584812059999,0.7283855928108096,0.037309874314814806
2462,0.7240577203221619,0.1924688732251525,0.7283855928108096,0.037309874314814806
